name,IVIS component 1,IVIS component 2,IVIS component 3,IVIS component 4,Class
1895.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
1898.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
1900.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
1901.png,-3.6034222,11.536676,-2.9825933,2.5658252,G-Transverse
1910.png,-1.8656808,2.4738753,2.3051043,-1.5868233,G-Longitudinal
1911.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
1914.png,3.585816,4.605033,-1.4859862,-3.6629405,G-Transverse
1915.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
1920.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
1923.png,-1.7304839,1.3361641,-0.33522263,-0.9741078,Healthy-pavement
1925.png,0.38655603,11.341878,-2.013219,5.3917108,G-Transverse
1927.png,-2.5188165,3.6990583,-0.45425716,-1.2408291,Healthy-pavement
1935.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
1939.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
1940.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
1943.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
1950.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
1952.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
1953.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
1954.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
1955.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
1956.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
1958.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
1960.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
1962.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
1963.png,-4.662021,3.135798,-2.2545774,-0.8539643,G-Transverse
1965.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
1967.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
1969.png,2.8702543,6.7365685,-3.7673914,1.5050731,G-Longitudinal
1977.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
1978.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
1988.png,-2.95782,2.495584,0.55806935,-2.9898088,G-Longitudinal
1990.png,-2.9883366,0.9521965,-1.553167,-1.6678351,Healthy-pavement
1991.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
1992.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
1996.png,-1.5353657,11.810736,-1.6604161,1.9329268,G-Longitudinal
1998.png,-2.4123352,11.991044,-3.1374,-0.50537455,G-alligator
1999.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2000.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2001.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2006.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2007.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2014.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2015.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2016.png,1.7831117,4.610037,-5.4556613,4.790498,Healthy-pavement
2017.png,-1.8605865,7.5325522,-1.7210816,5.109744,G-Longitudinal
2021.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2023.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2027.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2029.png,1.2658048,4.926949,-7.0997043,4.406661,G-Longitudinal
2030.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2032.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2034.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2035.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2041.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2050.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2055.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2057.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2060.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2062.png,-2.1147337,9.446277,-5.5543256,-0.71609914,G-alligator
2064.png,4.2687407,6.4550076,-2.4613426,-0.37799686,G-Transverse
2065.png,0.78308946,4.5335217,-4.302341,1.7004089,Healthy-pavement
2066.png,2.0174758,6.290858,-5.6066,3.4462395,G-Longitudinal
2067.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2071.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2076.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2077.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2078.png,-5.535139,8.220984,-1.5236915,1.2636069,G-Transverse
2079.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2081.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2082.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2085.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2087.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2092.png,-2.431064,2.8686535,-5.4747596,3.1244366,Healthy-pavement
2095.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2096.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2098.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2099.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2100.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2105.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2110.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2111.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2114.png,1.7948368,6.4640036,-1.8196393,3.4944596,Healthy-pavement
2115.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
2120.png,2.7389703,7.5641904,-4.7218976,-2.747091,G-Transverse
2122.png,4.2797074,5.670035,-1.0480926,-2.152118,G-Transverse
0101.png,-1.2296352,12.419261,-2.7214217,0.6536839,G-alligator
0128.png,-1.6342208,11.973548,-1.7156471,4.958253,G-Transverse
0135.png,-5.499142,4.2976007,0.3015233,0.5437556,G-Transverse
0200.png,-2.5298295,10.498996,-2.3715472,2.000715,G-Longitudinal
0203.png,2.0710757,10.6542845,-2.2282064,1.7826252,G-Transverse
0218.png,-2.514649,2.761429,-5.893372,-2.9871144,G-Longitudinal
0232.png,1.0042225,6.651637,-4.8822784,-2.4161265,G-Transverse
0268.png,1.0967451,4.244031,-7.47606,-3.0665686,G-Transverse
0337.png,-3.6038568,5.281075,-6.2387,0.19447652,G-Longitudinal
0359.png,1.3825029,9.458451,-5.715511,-0.56778383,G-Transverse
0371.png,-2.5017276,11.806266,-1.341231,2.8201585,G-Transverse
0432.png,-1.3468472,4.000139,-7.925366,3.891295,G-Longitudinal
0443.png,-4.844287,10.285078,0.4873233,5.082029,G-Transverse
0482.png,2.7549973,5.2460747,-3.8182554,-3.77003,G-Transverse
0547.png,-2.852012,2.8823504,1.59745,-2.146302,G-Longitudinal
0618.png,-3.6437435,2.8314939,-4.538713,-3.0868878,G-Longitudinal
0675.png,0.9879336,4.367824,-7.974597,-2.6012876,G-Transverse
0677.png,-4.4083843,11.779204,-0.6595282,3.0452948,G-Transverse
0683.png,-1.9992567,2.5997086,0.48660046,0.49830535,Healthy-pavement
0726.png,-3.1163998,12.685206,-2.2115996,0.5478759,G-alligator
0755.png,-5.2698946,7.5662203,-1.0223678,2.5328085,G-Transverse
0758.png,4.111903,7.7966056,-1.7808568,2.4192486,G-Transverse
0773.png,2.6491926,6.273778,-5.8400164,-2.6154816,G-Transverse
0775.png,1.3354841,9.242902,-3.2726598,-2.1043491,G-Transverse
0890.png,1.897385,4.821825,-2.9218411,-4.2063565,G-Transverse
0897.png,1.7125773,7.6474495,-2.7736378,-2.4565682,G-Transverse
0902.png,-3.6322956,1.7029233,-4.1304636,-3.3140929,G-Longitudinal
0986.png,-3.4358516,4.867692,0.39682874,-3.0560267,G-Longitudinal
0992.png,3.3169868,4.378633,-1.3273481,-4.604412,G-Transverse
1005.png,-2.2230408,0.15463303,-7.190738,1.3780289,G-Longitudinal
1068.png,-0.30252367,8.757459,-6.70273,1.2804091,G-Longitudinal
1110.png,-2.5656445,6.5484486,0.9864808,-0.297415,G-Longitudinal
1142.png,1.6017771,6.0089083,0.7756599,-0.32539284,G-Longitudinal
1164.png,2.6705782,7.2601023,-4.868999,-2.7294352,G-Transverse
1175.png,-0.46781525,7.3258805,-4.345376,-1.6466854,G-Longitudinal
1176.png,0.33493847,8.177874,-6.1272264,4.395499,G-Longitudinal
1220.png,-3.938497,4.694025,-4.433859,-1.8555133,G-Longitudinal
1240.png,-4.2702055,5.172182,-4.918231,0.36224574,G-Longitudinal
1269.png,-2.0654907,-0.23559505,-3.7089624,-1.207525,G-Longitudinal
1287.png,2.8339295,7.51749,-3.1199744,3.2518744,G-Longitudinal
1291.png,-3.8472764,1.3678288,-4.184432,-2.7673073,G-Longitudinal
1297.png,-2.7212763,12.438708,-0.50935984,4.5543914,G-Transverse
1349.png,2.0470831,7.7487445,-5.989365,3.50882,G-Longitudinal
1366.png,1.7254246,10.346946,-4.8781323,0.99515885,G-Longitudinal
1457.png,-2.1712885,1.0729972,-6.5964336,2.7444847,G-Longitudinal
1610.png,-0.9320189,2.928434,-2.8768384,-4.5234017,G-Longitudinal
1635.png,2.034271,3.9080088,-6.3323812,-3.7248917,G-Transverse
1636.png,1.8985894,4.955548,-6.5254083,-3.4505708,G-Transverse
1644.png,-0.91923445,12.055562,-4.1537857,0.7353021,G-alligator
1685.png,-1.2646384,5.148128,-8.199078,0.2070937,G-Longitudinal
1691.png,-0.6368825,9.045735,-1.2270147,2.3820374,G-Longitudinal
1713.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
1724.png,-2.2108588,4.459033,-0.39223012,1.1499012,Healthy-pavement
1742.png,4.2241383,6.6010847,-1.4117241,-2.1211224,G-Transverse
1771.png,-3.610492,8.791661,-3.9246068,1.913957,G-Longitudinal
1787.png,-3.910952,3.279606,-3.9158633,-2.5449026,G-Longitudinal
1802.png,-3.0142434,1.7323661,-3.0339305,-3.6892488,G-Longitudinal
1809.png,-4.446587,3.9391644,-3.9443514,-1.7322145,G-Longitudinal
1813.png,-2.5194993,-0.7372664,-4.9161777,-1.4198344,G-Longitudinal
1827.png,-3.340265,12.602972,-2.4853237,0.5350904,G-alligator
1858.png,0.15724792,11.74958,-4.3980722,0.37821501,G-alligator
1905.png,-3.162216,1.7410929,-4.024965,-3.3695366,G-Longitudinal
1968.png,-2.2824144,3.8244793,-4.954821,-2.8686607,G-Longitudinal
1985.png,-2.1435673,-1.0524143,-6.5319514,-0.16121168,G-Longitudinal
2002.png,1.6753039,4.9762354,-6.8373456,-3.1380193,G-Transverse
2048.png,3.6950364,8.699611,-3.5450373,-0.7215534,G-Transverse
2069.png,-0.7313749,5.1551356,-8.417442,1.4495997,G-Longitudinal
2093.png,3.1769261,3.8260252,-3.9645894,1.1106827,G-Longitudinal
2108.png,-0.003052703,1.5200613,-7.842551,-3.4173744,G-Transverse
2113.png,1.0538664,2.9764779,-7.5349464,-3.2887597,G-Transverse
2118.png,-0.21033037,9.989083,-3.9945893,-2.2054808,G-alligator
b1.png_O_0_0.png,-0.41248313,11.971161,-4.4693685,0.44024467,G-alligator
b1.png_O_0_0.png_flip.png,-0.51900625,11.9578705,-4.43101,0.28428736,G-alligator
b1.png_O_0_1.png,-0.018805627,11.705999,-4.5089426,0.48821443,G-alligator
b1.png_O_0_1.png_flip.png,-0.75027287,11.992409,-4.279527,0.7402146,G-alligator
b1.png_O_1_0.png,-1.1793183,11.523578,-4.0215936,-0.34532613,G-alligator
b1.png_O_1_1.png,-2.3755362,12.042364,-3.4241235,0.25586855,G-alligator
b1.png_O_1_1.png_flip.png,0.25313592,11.637007,-4.4358115,0.39044404,G-alligator
b2.png_O_0_0.png_flip.png,-1.0152816,12.187031,-4.0425634,0.3392552,G-alligator
b2.png_O_0_1.png_flip.png,-1.3776407,11.788269,-4.3485923,0.3090444,G-alligator
b2.png_O_1_0.png,-1.5212172,10.411303,-4.7814875,-0.8362744,G-alligator
b2.png_O_1_1.png,-3.4326403,12.417938,-2.6077356,0.43233934,G-alligator
b3.png_O_0_0.png_flip.png,0.74892884,10.542031,-4.436846,-0.9359554,G-alligator
D6A32547-8454-49BE-896A-EF88125D4532.jpg_O_4_0.png,-3.1456413,12.475964,-2.2696133,0.8004343,G-alligator
D6A32547-8454-49BE-896A-EF88125D4532.jpg_O_4_0.png_flip.png,1.6029174,10.755896,-5.673617,-0.94347936,G-alligator
dibujo-1.png_O_0_0.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
dibujo-1.png_O_0_0.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
dibujo-1.png_O_0_1.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
dibujo-1.png_O_0_1.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
dibujo-1.png_O_0_2.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
dibujo-1.png_O_0_2.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
dibujo-1.png_O_0_3.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
dibujo-1.png_O_0_3.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
dibujo-1.png_O_0_4.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
dibujo-1.png_O_0_4.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
dibujo-1.png_O_1_0.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
dibujo-1.png_O_1_0.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
dibujo-1.png_O_1_1.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
dibujo-1.png_O_1_1.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
dibujo-1.png_O_1_2.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
dibujo-1.png_O_1_2.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
dibujo-1.png_O_1_3.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
dibujo-1.png_O_1_3.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
dibujo-1.png_O_1_4.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
dibujo-1.png_O_1_4.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
dibujo-1.png_O_2_0.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
dibujo-1.png_O_2_0.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
dibujo-1.png_O_2_1.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
dibujo-1.png_O_2_1.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
dibujo-1.png_O_2_2.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
dibujo-1.png_O_2_2.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
dibujo.png_O_0_2.png_flip.png,-3.004555,7.967428,-4.368591,-2.4272404,G-alligator
dibujo.png_O_1_1.png,-0.7767995,11.927133,-3.791633,0.27915692,G-alligator
dibujo.png_O_1_1.png_flip.png,-0.012719641,11.357285,-4.5245633,0.2376858,G-alligator
dibujo.png_O_1_3.png_flip.png,-1.0962279,11.409022,-4.153125,-0.13741572,G-alligator
dibujo.png_O_2_2.png,-1.0741938,11.467614,-4.25909,-0.25302958,G-alligator
dibujo.png_O_2_3.png,-0.9263227,11.298874,-3.2948184,-1.5568272,G-alligator
dibujo.png_O_2_3.png_flip.png,-3.1954992,12.574997,-1.9080871,-0.056881897,G-alligator
dibujo.png_O_3_1.png,-3.145205,12.5039625,-2.5005417,0.95839673,G-alligator
IMG_20191114_204936.jpg_O_0_0.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_0_0.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_0_1.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_0_1.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_0_2.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_0_2.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_0_3.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_0_3.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_0_4.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_0_4.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_1_1.png,-0.45992252,4.715003,-1.8573369,1.3584992,Healthy-pavement
IMG_20191114_204936.jpg_O_1_1.png_flip.png,-2.270043,3.6377516,-0.72457355,0.75762403,Healthy-pavement
IMG_20191114_204936.jpg_O_1_2.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_1_2.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_1_3.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_1_3.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_1_4.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_1_4.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_2_0.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_2_0.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_2_1.png,-0.9942581,8.747836,-3.1765127,0.1768621,G-Longitudinal
IMG_20191114_204936.jpg_O_2_1.png_flip.png,-0.36131096,9.591971,-2.2275608,2.4597282,G-Longitudinal
IMG_20191114_204936.jpg_O_3_0.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_3_0.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_3_1.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_3_1.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_3_2.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_3_2.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_3_3.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_3_3.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_3_4.png,-0.7548761,-0.14774856,-1.9049516,0.5437912,Healthy-pavement
IMG_20191114_204936.jpg_O_3_4.png_flip.png,-0.45484173,0.7860819,-1.8973646,0.4432742,Healthy-pavement
IMG_20191114_204936.jpg_O_4_0.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_4_0.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_4_1.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_4_1.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_4_2.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_4_2.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_4_3.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_4_3.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_4_4.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204936.jpg_O_4_4.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204950.jpg_O_0_0.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204950.jpg_O_0_0.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204950.jpg_O_0_1.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204950.jpg_O_0_1.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204950.jpg_O_0_2.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204950.jpg_O_0_2.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204950.jpg_O_0_3.png,-0.63256603,4.240142,0.838278,0.36019164,Healthy-pavement
IMG_20191114_204950.jpg_O_0_3.png_flip.png,-0.6765099,6.0424023,-1.9985077,3.3512824,Healthy-pavement
IMG_20191114_204950.jpg_O_1_0.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204950.jpg_O_1_0.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204950.jpg_O_1_1.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204950.jpg_O_1_1.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204950.jpg_O_1_2.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204950.jpg_O_1_2.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204950.jpg_O_1_3.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204950.jpg_O_1_3.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204950.jpg_O_2_3.png,-2.2723622,1.8856809,-6.6944084,3.6743217,G-Longitudinal
IMG_20191114_204950.jpg_O_3_1.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204950.jpg_O_3_1.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204950.jpg_O_3_3.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204950.jpg_O_3_3.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204950.jpg_O_4_0.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_204950.jpg_O_4_0.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_205008.jpg_O_0_0.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_205008.jpg_O_0_0.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_205008.jpg_O_0_1.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_205008.jpg_O_0_1.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_205008.jpg_O_0_2.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_205008.jpg_O_0_2.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_205008.jpg_O_0_3.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_205008.jpg_O_0_3.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_205008.jpg_O_2_1.png,-1.1455855,0.72921056,-7.840363,-0.5634587,G-Longitudinal
IMG_20191114_205008.jpg_O_3_3.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_205008.jpg_O_3_3.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_205026.jpg_O_0_3.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_205026.jpg_O_0_3.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_205026.jpg_O_0_4.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_205026.jpg_O_0_4.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_205216.jpg_O_2_3.png,-3.4033558,0.90075326,-5.6672845,0.34647724,G-Longitudinal
IMG_20191114_205333.jpg_O_1_0.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_205333.jpg_O_1_0.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191114_205333.jpg_O_2_2.png_flip.png,0.8357714,5.7308784,-7.8241653,4.4787126,G-Longitudinal
IMG_20191114_205333.jpg_O_3_1.png_flip.png,0.34503207,4.876375,-4.0850997,3.2003758,Healthy-pavement
IMG_20191114_205352.jpg_O_2_1.png,-3.574428,1.3737143,-3.1160398,-3.7232432,G-Longitudinal
IMG_20191114_205352.jpg_O_2_2.png,-3.4592583,0.84739834,-4.027972,-3.2212336,G-Longitudinal
IMG_20191114_205352.jpg_O_3_1.png,-1.072569,5.9043922,-4.542209,4.2629476,Healthy-pavement
IMG_20191114_205352.jpg_O_3_1.png_flip.png,1.8920782,5.856519,-4.360135,3.0034747,Healthy-pavement
